BRCH,RT_NO,SETY,STYPE,SERV,ROUTENAME,ROUTE_NO,FROM1,TO1,DEP_TIME,ARR_TIME
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,9.45,10.40
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,10.45,11.40
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,12.05,13.05
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,13.40,14.40
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,14.50,15.45
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,16.05,17.05
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,17.10,18.10
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,18.25,19.25
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29,PBS,THENUR,19.30,20.05
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29,THENUR,PBS,20.10,20.45
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,20.55,21.55
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,6.15,7.05
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,30D,PBS,MOOLAKURUICHI,7.15,8.10
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,30D,MOOLAKURUICHI,PBS,8.15,9.10
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,9.20,10.15
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,10.20,11.15
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,11.20,12.10
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,12.15,13.05
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,13.10,14.00
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,15.25,16.20
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,30D,PBS,MOOLAKURUICHI,16.25,17.20
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,30D,MOOLAKURUICHI,PBS,17.25,18.20
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29,PBS,THENUR,18.50,19.30
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29,THENUR,PBS,19.35,20.15
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,20.25,21.20
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,21.50,22.45
SVN,29A,C,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,22.55,23.50
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,5.40,6.30
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,6.35,7.30
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,7.50,8.45
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,8.55,9.50
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,10.00,10.55
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,11.00,11.55
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,12.15,13.10
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,13.15,14.10
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,14.25,15.20
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,15.25,16.20
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,16.35,17.30
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,17.35,18.30
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,18.45,19.40
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,19.45,20.40
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,21.00,21.55
SVN,29A,E,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,22.00,22.55
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,6.00,6.55
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,7.10,8.05
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,8.10,9.05
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,9.15,10.10
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,10.30,11.25
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,11.30,12.25
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,12.35,13.30
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,13.35,14.30
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,14.45,15.40
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,15.45,16.40
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,16.55,17.50
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,18.05,19.00
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,19.05,20.00
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,20.05,21.00
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,21.20,22.15
SVN,29A,F,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,22.20,23.15
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,5.15,6.05
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,6.10,7.05
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,7.25,8.20
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,8.30,9.25
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,9.35,10.30
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,10.35,11.30
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,11.50,12.45
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,12.50,13.45
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,14.00,14.55
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,15.00,15.55
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,16.10,17.05
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,17.10,18.05
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,18.20,19.15
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,19.20,20.15
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,20.35,21.30
SVN,29A,G,SLF,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,21.35,22.30
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,5.50,6.40
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,6.45,7.45
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,8.00,9.00
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,26/,PBS,MELAKKAL KALLAR HSS,9.05,9.55
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,26/,MELAKKAL KALLAR HSS,PBS,10.00,10.50
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,11.00,12.00
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,12.15,13.15
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,13.20,14.15
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,14.25,15.20
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,15.25,16.25
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,16.50,17.45
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29,PBS,THENUR,17.50,18.25
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29,THENUR,PBS,18.30,19.05
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,19.20,20.20
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,20.25,21.15
SVN,29B,A,EXP,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,21.50,22.50
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,6.15,7.15
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,26G,PBS,KACHIRAIRRUPPU,7.20,8.05
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,26G,KACHIRAIRRUPPU,PBS,8.10,8.55
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,9.10,10.10
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,10.15,11.15
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,11.30,12.30
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,12.35,13.30
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,13.40,14.40
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,14.50,15.50
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,15.55,16.50
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,17.20,18.20
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,26G,PBS,KACHIRAIRRRUPPU,18.30,19.15
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,26G,KACHIRAIRRRUPPU,PBS,19.20,20.05
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,20.10,21.05
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,21.10,22.10
SVN,29B,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,22.15,23.15
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,6.00,6.30
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,6.40,7.10
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,7.30,8.00
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,8.10,8.40
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,8.50,9.20
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,9.30,10.00
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,10.10,10.40
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,10.50,11.20
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,11.40,12.10
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,12.20,12.50
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,13.00,13.30
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,13.40,14.10
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,14.20,14.50
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,15.00,15.30
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,15.50,16.20
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,16.30,17.00
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,17.10,17.40
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,17.50,18.20
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,18.30,19.00
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,19.10,19.40
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,20.00,20.30
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,20.40,21.10
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,21.20,21.50
PON,29C,B,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,22.00,22.30
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,6.40,7.10
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,7.20,7.50
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,8.10,8.40
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,8.50,9.20
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,9.30,10.00
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,10.10,10.40
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,10.50,11.20
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,11.30,12.00
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,12.20,12.50
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,13.00,13.30
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,13.40,14.10
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,14.20,14.50
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,15.00,15.30
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,15.40,16.10
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,16.30,17.00
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,17.10,17.40
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,17.50,18.20
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,18.30,19.00
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,19.10,19.40
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,19.50,20.20
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,20.40,21.10
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,21.20,21.50
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,PBS,SAMAYANALLUR,22.00,22.30
PON,29C,D,EXP,C,PBS-SAMAYANALLUR,29C,SAMAYANALLUR,PBS,22.40,23.10
BCB,29F,A,EXP,C,PBS-VILANGUDI,100,BCB(DEPOT),PBS,5.35,5.45
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,5.50,6.15
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,6.15,6.45
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,6.55,7.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,7.25,7.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,7.55,8.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,8.25,8.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,8.55,9.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,9.25,9.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,9.55,10.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,10.25,10.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,26C,PBS,AYYANKOILPATTI,11.15,12.35
BCB,29F,A,EXP,C,PBS-VILANGUDI,26C,AYYANKOILPATTI,PBS,12.40,13.55
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,14.45,15.10
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,15.15,15.40
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,15.55,16.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,16.25,16.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,16.55,17.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,17.25,17.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,17.55,18.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,18.25,18.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,PBS,VILANGUDI,18.55,19.20
BCB,29F,A,EXP,C,PBS-VILANGUDI,29F,VILANGUDI,PBS,19.25,19.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,26C,PBS,AYYANKOILPATTI,20.35,21.50
BCB,29F,A,EXP,C,PBS-VILANGUDI,26C,AYYANKOILPATTI,PBS,21.55,23.05
BCB,29F,A,EXP,C,PBS-VILANGUDI,100,PBS,BCB(DEPOT),23.07,23.15
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,5.30,6.20
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29J,PBS,ERUMBADI,6.30,7.40
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29J,ERUMBADI,PBS,8.00,9.10
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,4B,PBS,VIRAHANUR RINGROAD,9.15,9.40
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,VIRAHANUR RINGROAD,SHOLAVANDAN,9.45,11.00
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,SHOLAVANDAN,VIRAHANUR RINGROAD,11.10,12.25
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,VIRAHANUR RINGROAD,SHOLAVANDAN,12.30,13.45
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,SHOLAVANDAN,VIRAHANUR RINGROAD,14.00,15.15
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,VIRAHANUR RINGROAD,SHOLAVANDAN,15.20,16.35
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,SHOLAVANDAN,VIRAHANUR RINGROAD,16.50,18.10
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,VIRAHANUR RINGROAD,SHOLAVANDAN,18.15,19.35
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,SHOLAVANDAN,VIRAHANUR RINGROAD,20.00,21.15
SVN,29G,A,SLF,C,VRR-SHOLAVANDAN,29G,VIRAHANUR RINGROAD,SHOLAVANDAN,21.30,22.45
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29A,SHOLAVANDAN,PBS,5.55,6.50
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,PBS,KARUPPATTI,6.55,8.10
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,KARUPPATTI,PBS,8.15,9.35
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,PBS,KARUPPATTI,9.40,11.00
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,KARUPPATTI,PBS,11.05,12.25
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,PBS,KARUPPATTI,12.30,13.50
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K/,KARUPPATTI,SHOLAVANDAN,13.55,14.15
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29A,SHOLAVANDAN,PBS,14.20,15.15
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,PBS,KARUPPATTI,15.20,16.35
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,KARUPPATTI,PBS,16.40,18.00
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,PBS,KARUPPATTI,18.05,19.25
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,KARUPPATTI,PBS,19.30,20.50
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K,PBS,KARUPPATTI,21.10,22.30
SVN,29K,A,LSS,C,PBS-KARUPPATTI,29K/,KARUPPATTI,SHOLAVANDAN,22.35,22.55
ENR,30B,A,EXP,C,PBS-VAYALUR,30B,PBS,VAYALUR,5.30,6.25
ENR,30B,A,EXP,C,PBS-VAYALUR,30B,VAYALUR,PBS,6.30,7.20
ENR,30B,A,EXP,C,PBS-VAYALUR,30A,PBS,VAIRAVANATHAM,7.35,8.30
ENR,30B,A,EXP,C,PBS-VAYALUR,30A,VAIRAVANATHAM,PBS,8.35,9.25
ENR,30B,A,EXP,C,PBS-VAYALUR,30,PBS,CHITHALANKUDI,9.35,10.30
ENR,30B,A,EXP,C,PBS-VAYALUR,30,CHITHALANKUDI,PBS,10.35,11.25
ENR,30B,A,EXP,C,PBS-VAYALUR,30B,PBS,VAYALUR,12.00,12.55
ENR,30B,A,EXP,C,PBS-VAYALUR,30B,VAYALUR,PBS,13.00,13.50
ENR,30B,A,EXP,C,PBS-VAYALUR,30,PBS,CHITHALANKUDI,14.20,15.10
ENR,30B,A,EXP,C,PBS-VAYALUR,30,CHITHALANKUDI,PBS,15.15,16.05
ENR,30B,A,EXP,C,PBS-VAYALUR,30A,PBS,VAIRAVANATHAM,16.55,17.50
ENR,30B,A,EXP,C,PBS-VAYALUR,30A,VAIRAVANATHAM,PBS,17.55,18.45
ENR,30B,A,EXP,C,PBS-VAYALUR,30B,PBS,VAYALUR,19.10,20.05
ENR,30B,A,EXP,C,PBS-VAYALUR,30B,VAYALUR,PBS,20.10,21.00
ENR,30B,A,EXP,C,PBS-VAYALUR,30A,PBS,VAIRAVANATHAM,21.05,22.00
ENR,30B,A,EXP,C,PBS-VAYALUR,30A,VAIRAVANATHAM,PBS,22.05,22.50
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,41C/,SHOLAVANDAN,KATTAKULAM,6.45,6.55
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,41C,KATTAKULAM,PBS,7.00,7.55
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,PBS,THIRUVALAVAYANALLUR,8.05,8.45
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,THIRUVALAVAYANALLUR,PBS,8.50,9.00
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,29A,PBS,SHOLAVANDAN,9.50,10.45
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,29A,SHOLAVANDAN,PBS,10.55,11.50
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,PBS,THIRUVALAVAYANALLUR,11.55,12.35
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,THIRUVALAVAYANALLUR,PBS,12.40,13.20
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,41CV,PBS,VADIPATTI,13.25,14.35
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,41CV,VADIPATTI,PBS,14.50,16.00
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,PBS,THIRUVALAVAYANALLUR,16.05,16.45
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,THIRUVALAVAYANALLUR,PBS,16.50,17.30
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,29D,PBS,PARAVAI,17.35,18.05
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,29D,PARAVAI,PBS,18.10,18.40
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,41C,PBS,KATTAKULAM,18.45,19.35
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,41C,KATTAKULAM,PBS,19.40,20.30
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,PBS,THIRUVALAVAYANALLUR,20.55,21.35
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,30C,THIRUVALAVAYANALLUR,PBS,21.40,22.20
SVN,30C,A,LSS,C,PBS-THIRUVALAVAYANALLUR,54/,PBS,SHOLAVANDAN,22.25,23.15
TPK,31A,A,EXP,C,ANUP-MAHALAKSHMI COLONY,31A,MAHALAKSHMI COLONY,ANUPPANADI,5.35,6.25
TPK,31A,A,EXP,C,ANUP-MAHALAKSHMI COLONY,31A,ANUPPANADI,MAHALAKSHMI COLONY,6.30,7.20
TPK,31A,A,EXP,C,ANUP-MAHALAKSHMI COLONY,31A,MAHALAKSHMI COLONY,ANUPPANADI,7.25,8.20
TPK,31A,A,EXP,C,ANUP-MAHALAKSHMI COLONY,31A,ANUPPANADI,MAHALAKSHMI COLONY,8.35,9.30
TPK,31A,A,EXP,C,ANUP-MAHALAKSHMI COLONY,31A,MAHALAKSHMI COLONY,ANUPPANADI,9.35,10.30
TPK,31A,A,EXP,C,ANUP-MAHALAKSHMI COLONY,31A,ANUPPANADI,MAHALAKSHMI COLONY,10.45,11.40
